"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0928,"Страховое публичное акционерное общество ""Ингосстрах""",5325820450407.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750786424.149649,1570659848.34832,14928294.94225,11330132.164099999,71720000,7000900,0,1465680521.2419698,7180126575.80133,3786405471.13261,2056596853.3576798,1337124251.31104,84909087158.60233,39146615262.50839,1657437711.7550302,1657437711.7550302,0,596460957.73052,347375765.84995,1440355549.3666198,1400880242.2603202,39475307.106300004,8444582627.451049,25777370.74396,17748460.99903,9333165.46794,0,8415295.53109,0,8028909.74493,0,0,8028909.74493,0,23814951649.86093,0,672069282.10176,23142882367.759167,2819673629.75033,1529171674.15546,171417476.01382998,1119084479.5810401,42327206530.986855,383418468.76682997,383418468.76682997,0,0,0,6899685346.4904995,32388145711.158,32185181588.096,202964123.062,1121047477.68971,4868400.69826,4836812.949999999,1111342264.04145,329118287.42449,13575794,315542493.42449,1204553731.16923,108881809.72149001,25693350,36835928.9,2535109.1799999997,1030607533.36774,1237508.28809,0,373333.89366,0,0,0,0,0,665300,198874.39443,22094993.75734,3413170371.34974,16005794.07684,0,3397164577.2729,,,,,,,,,0,543445000,388210000,19875000,12350000,123010000,5231617131825,50322149100,502200000,49819949100,83932200,25107975,58824225,477262125,5758895475,5707737900,51157575,3637790647650,136452676949.99998,584675451450,208756830825,2707905688425,798280994925,737602584750,1300665600
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",203450867474.5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57583096025.77555,57257820987.08661,223410522.6392,0,0,27921645.33259,0,57006488819.11482,325275038.68894,222181195.28894,12721600,90372243.4,4455167336.81993,958045304.20826,170375768.30463,170375768.30463,0,399691.66000000003,0,0,0,0,143687769.81724,443355.83707,,,,,,443355.83707,0,0,443355.83707,0,251841999.46583,0,78973977.54616,172868021.91967,391296719.12349,320623786.73939,9260822.61811,61412109.76599,819036967.4674599,7226482.39886,7226482.39886,0,0,0,0,0,0,0,3793153.85901,3793153.85901,0,0,3636200.705,3623200.705,13000,800786585.43246,86378908.87292,0,3429411.109,167630,710810635.45054,3594545.0721299998,0,0,0,2280401.1059999997,0,0,0,82000,1232143.96613,557189.59565,2677527875.54856,2646109283.3034296,0,31418592.24513,,,,,,,,,0,44450000,24875000,915000,1630000,17030000,141368154112,0,0,0,0,0,0,16459776.000000002,661530624,661084160,446464,140690163712,9709101056,47418195968,7849330688,75713536000,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",1251432593.47678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764655266.84859,66358795.800409995,11230903.486,0,0,0,0,55127892.31440999,698296471.04818,0,0,698296471.04818,486777326.62819,179689122.39211,18278162.44845,18278162.44845,0,0,6112773.95427,652.6999999999999,0,652.6999999999999,29916163.22642,0,,,,,,0,0,0,0,0,87346993.66201,0,2167176.2210000004,85179817.44101,38034376.40096,644504.57305,0,37389871.82791,274192762.95379,625300,625300,0,0,0,237114740.33354,0,0,0,0,0,0,0,35516072.62025,0,35516072.62025,0,0,0,0,0,0,936650,0,0,0,0,0,0,0,409050,527600,0,32895441.282289997,81912.46791,10769443.17922,22044085.635160003,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",16187144496276.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32397451003.53985,14613770742.8641,8119129528.70291,94232230.4,5565000,4663477731.28731,101092.95183,1731265159.5220501,17783680260.67575,0,16634831418.09255,1148848842.5832,116049752943.44365,93518138607.40652,958044726.5583501,748107192.21059,209937534.34776,840990119.15829,1180680510.38205,309735349.03652,305509172.03294003,4226177.00358,7478162270.8237705,14757248.84911,6832810.40006,0,0,6832810.40006,0,7924438.44905,0,0,7924438.44905,0,80023913976.22568,0,3017679842.7553096,77006234133.47035,2711854406.37276,138310808.41638,0,2573543597.95638,18182640153.30071,81269828.63264,81269828.63264,0,0,373000,13961816633.77077,505644726.43358,488695923.67011,16948802.76347,581464889.56375,1246261.44745,1539613.3812600002,578679014.7350401,267643605.99852,165579457.6418,102064148.35672,2778315112.5190797,94864582.32692,4989388.636,6567590,2147850.0009999997,2669745701.55516,6112356.38237,0,300000,1112000,0,13000,0,0,29000,4658356.38237,3025605368.6802497,1323368814.05618,923294837.02204,0,400073977.03414005,,,,,,,,,0,845285000,585340000,120355000,62090000,77500000,16037852007330,1631210905808,365521640704,1265689265104,3855594570,2779623968,1075970602,540039632,3710910896,3697495824,13415072,12872323915160,183814302328,1507914361944,256994350880,10923600900008,585787610144,940423031120,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",468139657653.58826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13293132544.857222,2156134592.04945,64609551.4883,3622946.25,1840000,1260584528.42786,0,825477565.88329,11136997952.80777,510579475.10729,8812025993.16038,1814392484.5400999,12746227908.73106,11245757496.67943,1309901864.2297301,1309901864.2297301,0,704824472.03588,350320.74,100369.59419,100369.59419,0,3193984595.4562,2975210.52766,747290.277,0,0,747290.277,0,2227920.25066,0,0,2227920.25066,0,3248176952.1902304,0,898166305.5248799,2350010646.66535,2785443711.90554,852058381.97856,420395669.35995,1512989660.5670302,943670389.1419,238822795.48,238822795.48,0,0,0,30547,453126.5,179432.8,273693.69999999995,62348289.33005,4825900,0,57522389.33005,55013039.27847,55013039.27847,0,546905885.6517799,64248567.6045,9900250,49845301.003,5438039.202,417473727.84228003,40096705.901599996,0,0,0,0,0,0,0,18000,40078705.901599996,344072535.8209,212727487.08883,1358469.98633,4179710.92709,207189306.17541,,,,,,,,,0,375590000,220200000,14030000,5960000,135400000,441724707200,34350682500,0,34350682500,0,0,0,80898750,567524475,554434875,13089600,400509863975,23099413700,98140339125,61980398100,217289713050,0,6215737500,0
1216,"Акционерное общество Страховая компания ""Чулпан""",222227328976.16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114915022.37028,6313306.06054,0,0,0,1761003.70913,0,4552302.35141,108601716.30974,128119.56108000001,108430404.99066,43191.758,35300433.79617,32352155.76175,4947260.75662,4947260.75662,0,0,0,28671.232539999997,0,28671.232539999997,31250,14037.5,,,,,,14037.5,0,0,14037.5,0,9235321.930329999,0,125003.02053,9110318.9098,18095614.34226,4195181.74964,13607886.310530001,292546.28209,2879004.9907,117318.09599999999,117318.09599999999,0,0,0,20500,128979.99999999999,0,128979.99999999999,92929.68500000001,28000,0,64929.685000000005,8800,0,8800,2498977.2097,483058.86600000004,0,5270,100,2010548.3437,11500,0,0,0,0,0,0,0,11500,0,0,69273.04372,0,0,69273.04372,,,,,,,,,0,25550000,18790000,540000,5310000,910000,222051563520,0,0,0,0,0,0,0,4538368,4538368,0,222047025152,5208309760,58210404352,5125181440,153503129600,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",494508795976.09406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5780391460.13476,2967626635.41784,183787849.644,91237425,0,0,0,2692601360.77384,2812764824.71692,1834629437.48692,802578728.81,175556658.42,27447660259.959282,20403181634.54455,817998602.4184301,817998602.4184301,0,465014.4,0,6883595.73198,6883595.73198,0,17742470212.827,0,,,,,,0,0,0,0,0,1282250331.01738,251679749.5769,31840116.62147,998730464.81901,553113878.14976,71045278.62871,430872868.65431,51195730.866739996,1499933482.22976,152667489.34550002,152667489.34550002,0,0,0,0,84843.22,84843.22,0,0,0,0,0,7390694.47028,7390694.47028,0,1339740455.19398,1551407.86763,0,1229800,319050.001,1336640197.32535,50000,0,0,0,0,0,0,0,50000,0,0,5544545143.18497,511428013.06332004,0,5033117130.12165,,,,,,,,,0,31880000,21190000,750000,620000,9320000,461248864256,48567705600,0,48567705600,0,0,0,229179392,84514816,62003200,22511616,357236738048,13145335808,64055445504,5765560320,274270396416,55130726400,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",268666546796.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289021199.3616905,3475012062.25299,2495778359.3716903,97869379.11265999,844000,3306018.9234999996,0,877214304.84514,1814009137.1086998,0,0,1814009137.1086998,8323573949.0278,5669047304.185801,576965675.77299,576965675.77299,0,1492307832.2370002,4179096.3435000004,81998720.98937,74944745.17206,7053975.81731,534111986.62669003,30811112.43972,27055348.077510003,21358035.2093,0,5338281.28521,359031.583,3755764.36221,43708.652,0,3712055.71021,0,2362514573.3500004,121428971.35568,173039506.68638,2068046095.30794,586158306.42653,50677297.40863,28905395.71947,506575613.29842997,2512538600.03151,52757742.77557,52757742.77557,0,0,0,6634941.07863,2356361401.54316,2355259090.7278,1102310.8153600001,11754370.910699999,0,0,11754370.910699999,3039387.1,1614141.1,1425246,79812471.43665999,41066467.713290006,0,2500800.001,0,36245203.722370006,2178285.1867899997,0,0,779662,0,43555,0,0,478500,876568.1867900001,25890768.66722,116097276.14327,18832506.242,0,97264769.90127,,,,,,,,,0,70370000,51770000,0,990000,17610000,254983581648,5265612800,0,5265612800,406214656,327499776,78714880,158957568,2069592064,2064523264,5068800,247083204560,10777624576,14275035088,57227780096,164802764800,0,0,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",375986337.72482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262054906.08783,3141497.02618,0,0,0,1861382,0,1280115.02618,258913409.06164998,0,257788430.63042003,1124978.43123,113931431.63699001,98468351.11299,8055132.915999999,8055132.915999999,0,0,0,0,0,0,87682098.44789001,0,,,,,,0,0,0,0,0,1777107.79445,656608.881,0,1120498.9134499999,954011.95465,928975.48965,25036.465,0,351023.52400000003,104300,104300,0,0,0,0,0,0,0,1000,0,0,1000,2000,0,2000,243723.524,0,0,26900,0,216823.524,0,0,0,0,0,0,0,0,0,0,0,15112057,15112057,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",132034673.53065002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82346745.46802,41421421.93608,172003.6145,0,0,0,0,41249418.32158,40925323.53194,2610323.57744,0,38314999.954500005,49687928.062630005,7829354.4275,3040870.40295,3040870.40295,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1345714.27,0,0,1345714.27,3442769.75455,0,3259238.37116,183531.38339,17551349.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044855,0,0,0,0,1044855,16506494.211000001,0,0,0,0,0,0,0,27000,16479494.211000001,0,24307224.42413,369617.18602,0,23937607.23811,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",420432193247.92096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922895404.62918,1669286701.48418,14209201.3693,9274900,0,1368172980.77,0,277629619.34488,253608703.145,0,247455390.145,6153313,3864412504.6257496,3646334443.3189,148502975.07488,147745675.56214002,757299.5127399999,92737103.18074,84000,397927.42014,0,397927.42014,11601276.01723,0,,,,,,0,0,0,0,0,1524087012.6742399,30100,16248700.0315,1507808212.64274,1868924148.95167,3156184.99054,2868937.5166599997,1862899026.44447,153384269.91549,55389647.89719,55389647.89719,0,0,0,52155.4,361064.211,361064.211,0,6419600.039650001,0,0,6419600.039650001,253300,253300,0,80225875.37061,15729198.62476,0,1284100,63000,63149576.74585,10682626.997040002,0,7000,0,0,0,0,0,0,10675626.997040002,1093545.69879,63600245.69257,11757249.0294,0,51842996.66317,,,,,,,,,0,24270000,16935000,255000,510000,6570000,414620615338.666,4811161600,4811161600,0,0,0,0,95641600,68915200,68915200,0,295345684138.66595,21414807893.333,75517495978.66599,5603328000,192810052266.66702,74299212800,40000000000,0
1580,Общество с ограниченной ответственностью «РБ Страхование»,422237045.28361005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76232431.43079,76232431.43079,0,0,0,0,0,76232431.43079,0,0,0,0,346004613.85282004,326664515.40661997,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,326664515.40661997,0,0,326664515.40661997,8707400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8707400,0,0,0,0,8707400,0,0,0,0,0,0,0,0,0,0,0,10632698.4462,0,0,10632698.4462,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",8444123.18158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534012.8203899998,1534012.8203899998,0,0,0,0,0,1534012.8203899998,0,0,0,0,6910110.36119,6831255.361190001,319305.59421999997,319305.59421999997,0,0,21000,0,0,0,0,2475947.647,2475947.647,2475947.647,0,0,0,0,0,0,0,0,3591878.54638,0,0,3591878.54638,423123.57359,368636.69059,21731.5,32755.383,78855,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,71855,0,0,0,0,71855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",3062562996.8646603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982772747.09836,116997484.06086001,0,0,0,0,0,116997484.06086001,2865775263.0375,0,0,2865775263.0375,79790249.7663,44168562.525970004,5200,5200,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,44163362.52597,0,0,44163362.52597,26882738.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26882738.75,0,0,0,0,26882738.75,0,0,0,0,0,0,0,0,0,0,0,8738948.49033,0,0,8738948.49033,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",148980647812.08362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125400696678.89581,1555459978.10902,4175199.8378999997,21739950,0,16492376.475000001,0,1513052451.79612,123845236700.7868,122663710210.01581,1132901809.5770001,48624681.194,11148994685.187809,10639298971.59485,226590859.64479998,226590859.64479998,0,1907857.4091,0,109541.61831,0,109541.61831,5352148677.99197,0,,,,,,0,0,0,0,0,620587736.8598901,87369935.97673,57330963.04846,475886837.8347,4437954298.07078,16553769.339859998,4674737.576,4416725791.154921,286005543.96553,12807405.451000001,12807405.451000001,0,0,0,0,21688,0,21688,1913055.31025,0,0,1913055.31025,4041551.588,0,4041551.588,264683574.42184,6380104.281289999,0,393300,1619000,256291170.14055002,2538269.1944399998,0,0,325000,0,0,0,0,11000,2202269.1944399998,13641643.03784,210048526.58959,91730921.76013,0,118317604.82946001,,,,,,,,,0,4100000,4100000,0,0,0,12426856448,0,0,0,0,0,0,0,0,0,0,12426856448,0,0,0,12426856448,0,0,0
