"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",17585746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8279000,0,0,0,0,0,0,0,8279000,381000,7891000,7000,9306746,8611640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8611640,0,0,8611640,685200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685200,0,0,0,0,685200,0,0,0,0,0,0,0,0,0,0,0,9906,9906,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",108898272.75118001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33691129.54194,14906778.99401,40740.25,0,0,13660100,0,1205938.74401,18784350.54793,0,18629700,154650.54793,75207143.20924,75177003.20924,9153341.88339,9153341.88339,0,0,0,0,0,0,13505862.46875,0,0,0,0,0,0,0,0,0,0,0,51875897.98819,0,0,51875897.98819,641900.86891,68964.99296,1614.8,571321.07595,30140,0,0,0,0,0,7840,0,0,0,0,0,0,0,0,0,0,22300,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",88567540.95182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365900,1361900,0,0,0,1361900,0,0,4000,0,4000,0,87201640.95182,4851462.57032,0,0,0,0,4107814.61136,0,0,0,610694.58296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132953.376,0,0,132953.376,81676165.504,0,0,0,0,0,81642130,0,0,0,0,0,0,0,0,0,0,34035.504,0,0,0,0,34035.504,0,0,0,0,0,0,0,0,0,0,0,674012.8775,0,0,674012.8775,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1424893550.74847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131603826.32112,128675826.32112,25405691.8372,0,0,12695299.6489,0,90574834.83502,2928000,18000,0,2910000,1293069724.42735,1206910913.66214,8124234.58802,8124234.58802,0,311814.98046,0,478375.3223,464000,14375.3223,834547.23978,248673696.74163,113621616.63065,30025098.94386,660663.20359,81936534.7382,999319.745,135052080.11098,8978054.44808,477281.57714,114464711.08182,11132033.00394,882375016.92152,13763233.36017,28003577.20388,840608206.35747,66113227.86843,7371389.98279,0,58741837.88564,20072499.56078,285300,285300,0,0,0,0,492001.4,0,492001.4,0,0,0,0,365000,308000,57000,18930198.16078,315505.3493,0,8000,0,18606692.81148,0,0,0,0,0,0,0,0,0,0,8795015.00016,57291296.20427,161.4558,0,57291134.74847,,,,,,,,,0,220000,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",57942206.92095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40307857.4135,10463080.5065,3720,521500,0,0,0,9937860.5065,29844776.907,2325530.747,0,27519246.16,17634349.50745,12519860.67753,7149800,7149800,0,0,0,0,0,0,2972269.41304,0,0,0,0,0,0,0,0,0,0,0,2231514.58029,0,3000,2228514.58029,166276.6842,0,0,166276.6842,5108623.61892,0,0,0,0,0,0,0,0,0,0,0,0,0,7364.35162,0,7364.35162,4626689.2673,0,0,0,0,4626689.2673,474570,0,0,0,0,0,0,0,434570,40000,0,5865.211,365.211,0,5500,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",850278845.6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996200,900,0,0,0,0,0,900,1995300,0,0,1995300,848282645.6648,835023895.6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835023895.6648,0,0,835023895.6648,13258750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13254750,0,0,0,0,13254750,4000,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",61845131.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591643.74908,1997068.89908,0,0,0,0,0,1997068.89908,594574.85,0,0,594574.85,59253487.25121,17171298.45654,4585.4,4585.4,0,0,0,14405625.43645,0,14405625.43645,9291.28903,0,0,0,0,0,0,0,0,0,0,0,2492223.37963,0,0,2492223.37963,259572.95143,0,0,259572.95143,33905079.92542,0,0,0,0,0,0,32030007.58292,0,32030007.58292,0,0,0,0,0,0,0,21370.7225,0,0,0,0,21370.7225,1853701.62,0,0,0,0,0,0,0,0,1853701.62,0,8177108.86925,4865139.688,0,3311969.18125,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",415005439728.4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457534248.70953,440042863.22841,5509666.97,44184800,0,103328017.1787,0,287020379.07971,1017491385.48112,106569827.228,153218075.06124,757703483.19188,3566295579.7246,1228294318.13737,321159621.62535,321159621.62535,0,16060,69464717.21796,8810010.5856,0,8810010.5856,102027224.98085,182234.633,0,0,0,0,0,182234.633,0,0,182234.633,0,468192362.85134,13673959.76459,52739286.37195,401779116.7148,258442086.24327,50883115.75641,17130222.0963,190428748.39056,2314800253.41815,716693.9831,716693.9831,0,0,0,2192248196.6575,69032063.52379,1708531.3,67323532.22379,7058440.44921,88000,0,6970440.44921,326178.92328,135961.0723,190217.85098,45241251.13427,9540707.47781,0,428100,0,35272443.65646,177428.747,0,0,0,0,0,0,0,172000,5428.747,12852947.45956,10348060.70952,13179.90475,0,10334880.80477,,,,,,,,,0,42675000,31020000,525000,2860000,8270000,409938934899.99994,20158929999.99998,0,20158929999.99998,461597488,461597488,0,4007520,5516339136,5501746096,14593040,319182662259.99994,22087033584,20287300880,12688856752,264119471043.99997,38273844048,26341554448,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",39791947.88605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559000,2139000,0,2139000,0,0,0,0,420000,0,0,420000,37232947.88605,24696847.88605,24556847.88605,24556847.88605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,0,140000,0,0,0,0,12536100,12536100,12536100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",108735704954.22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168175766.73087,50608532.11587,0,45393565,0,4498073,0,716894.11587,117567234.615,0,97860684.615,19706550,845419451.494,780125297.04397,4100,4100,0,1383460,4836.66,3349604.6,3349604.6,0,40676195.94977,0,0,0,0,0,0,0,0,0,0,0,734451004.35845,0,725899112.14649,8551892.21196,256095.47575,217303.25675,37917.219,875,65200199.24272,0,0,0,0,0,14800,4819341.45,4022267.45,797074,0,0,0,0,1617400,0,1617400,58548319.29272,57201736.11572,0,10000,0,1336583.177,200338.5,0,0,160000,300,0,0,0,0,40038.5,0,93955.20731,0,0,93955.20731,,,,,,,,,0,7945000,5360000,205000,80000,2300000,107714164736,0,0,0,0,0,0,0,5324800,5324800,0,107708839936,3377868800,4169822208,2125314048,98035834880,0,0,0
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",522447895.33122003,116368675.80691,116368675.80691,48115037.59563,0,0,0,0,0,0,3596667.26433,91370.68404,1283193.46264,1756383.89248,465719.22517,0,519579.92847,0,427608.362,91971.56647,0,0,43998790.40283,43998790.40283,0,0,0,0,0,0,0,0,0,0,68253638.21128,0,0,0,0,0,0,0,0,0,0,0,0,5915752.59198,0,0,4565655,289273.62681,1060823.96517,62337885.6193,61838098.6463,0,0,202088.1,297698.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72976.95569,0,0,0,0,0,0,72976.95569,144.693,0,0,1936.93476,70895.32793,406006242.56862,399747745.01862,0,0,0,370861973.34177,0,28885771.67685,6258497.55,0,600,6257897.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",3977275.8733200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361602.54,104902.54,0,0,0,0,0,104902.54,1256700,0,0,1256700,2615673.33332,391846.01698,16757,16757,0,0,0,2960.25,0,2960.25,104566.28411,0,0,0,0,0,0,0,0,0,0,0,234224.30587,0,2983.1634,231241.14247,33338.177,0,0,33338.177,2223827.31634,2196100,2196100,0,0,0,429,0,0,0,0,0,0,0,300,300,0,26998.31634,298.31634,0,0,0,26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",835139328.45435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15948327.6416,7934391.83819,0,0,0,1055484.58538,0,6878907.25281,8013935.80341,899957.734,6766453.90441,347524.165,767586200.81275,471261772.30972,1005946.97,1005946.97,0,0,0,1121782,1121782,0,451629276.55277,0,0,0,0,0,0,0,0,0,0,0,8456622.69159,0,1923871.67303,6532751.01856,9048144.09536,9000,0,9039144.09536,296309693.90303,178401.7,178401.7,0,0,0,0,294316550,294316550,0,2000,0,0,2000,178900,9900,169000,1633842.20303,103695.101,0,0,0,1530147.10203,0,0,0,0,0,0,0,0,0,0,0,14734.6,0,0,14734.6,,,,,,,,,0,600000,430000,0,0,170000,51004800,0,0,0,0,0,0,0,0,0,0,51004800,0,0,51004800,0,0,0,0
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1700,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",2837495970.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355104428.695,257895235.616,0,0,0,46778822.016,0,211116413.6,1097209193.079,859066843.079,230321500,7820850,1482391541.484,1232001811.61,888505.232,888505.232,0,200490,14814318.327,34783666.05,34783666.05,0,44489218.568,0,0,0,0,0,0,0,0,0,0,0,914577586.645,0,129100683.692,785476902.953,222248026.788,0,25748.927,222222277.861,229328492.704,0,0,0,0,0,14353250,0,0,0,12870650,12870650,0,0,2870650,0,2870650,199233942.704,0,0,0,0,199233942.704,0,0,0,0,0,0,0,0,0,0,0,21061237.17,11383020.777,0,9678216.393,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",920814490.1611999,857110695.91887,857110695.91887,850491978.5153,38036788.13205,17446967.32461,17533866.80402,1725032.0191,572.4,1330349.58432,799122174.63293,19628769.05193,296943645.38753,399663772.57533,82885987.61814,0,13333015.75032,7899352.91007,2490040.37663,2938622.46362,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,6618717.40357,0,0,0,0,0,0,0,0,0,0,0,0,6618717.40357,0,1169842.2295,4887737.86811,509666.81273,51470.49323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63703794.24233,47890061.44306,0,0,0,0,0,47890061.44306,15813732.79927,0,0,15813732.79927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
